OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
1973,2021/01/12 15:00:00+00,Somerset                                          ,16,639,2,53,,0
1974,2021/01/13 15:00:00+00,Somerset                                          ,71,710,20,73,,0
1975,2021/01/14 15:00:00+00,Somerset                                          ,22,732,10,83,,0
1976,2021/01/15 15:00:00+00,Somerset                                          ,58,790,1,84,,0
1977,2021/01/16 15:00:00+00,Somerset                                          ,4,794,,84,,0
1978,2021/01/17 15:00:00+00,Somerset                                          ,38,832,77,161,,0
1979,2021/01/18 15:00:00+00,Somerset                                          ,29,861,75,236,,0
1980,2021/01/19 15:00:00+00,Somerset                                          ,38,899,11,247,,0
1981,2021/01/20 15:00:00+00,Somerset                                          ,228,1127,1,248,,0
1982,2021/01/21 15:00:00+00,Somerset                                          ,70,1197,1,249,,0
1983,2021/01/22 15:00:00+00,Somerset                                          ,205,1402,4,253,,0
1984,2021/01/23 15:00:00+00,Somerset                                          ,158,1560,3,256,,0
1985,2021/01/24 15:00:00+00,Somerset                                          ,3,1563,2,258,,0
1986,2021/01/25 15:00:00+00,Somerset                                          ,22,1585,16,274,,0
1987,2021/01/26 15:00:00+00,Somerset                                          ,17,1602,24,298,,0
1988,2021/01/27 15:00:00+00,Somerset                                          ,176,1778,39,337,,0
1989,2021/01/28 15:00:00+00,Somerset                                          ,15,1793,17,354,,0
1990,2021/01/29 15:00:00+00,Somerset                                          ,202,1995,13,367,,0
1991,2021/01/30 15:00:00+00,Somerset                                          ,20,2015,51,418,,0
1992,2021/02/01 15:00:00+00,Somerset                                          ,28,2043,1,419,,0
1993,2021/02/02 15:00:00+00,Somerset                                          ,13,2056,17,436,,0
1994,2021/02/03 15:00:00+00,Somerset                                          ,125,2181,78,514,,0
1995,2021/02/04 15:00:00+00,Somerset                                          ,23,2204,15,529,,0
1996,2021/02/05 15:00:00+00,Somerset                                          ,112,2316,70,599,,0
1997,2021/02/06 15:00:00+00,Somerset                                          ,8,2324,,599,,0
1998,2021/02/07 15:00:00+00,Somerset                                          ,7,2331,28,627,,0
1999,2021/02/08 15:00:00+00,Somerset                                          ,26,2357,30,657,,0
2000,2021/02/09 15:00:00+00,Somerset                                          ,15,2372,21,678,,0
2001,2021/02/10 15:00:00+00,Somerset                                          ,135,2507,65,743,,0
2002,2021/02/11 15:00:00+00,Somerset                                          ,39,2546,53,796,,0
2003,2021/02/12 15:00:00+00,Somerset                                          ,14,2560,2,798,,0
2004,2021/02/13 15:00:00+00,Somerset                                          ,1,2561,6,804,,0
2005,2021/02/15 15:00:00+00,Somerset                                          ,2,2563,18,822,,0
2006,2021/02/16 15:00:00+00,Somerset                                          ,39,2602,33,855,,0
2007,2021/02/17 15:00:00+00,Somerset                                          ,18,2620,218,1073,,0
2008,2021/02/18 15:00:00+00,Somerset                                          ,92,2712,52,1125,,0
2009,2021/02/19 15:00:00+00,Somerset                                          ,40,2752,214,1339,,0
2010,2021/02/20 15:00:00+00,Somerset                                          ,35,2787,144,1483,,0
2011,2021/02/21 15:00:00+00,Somerset                                          ,1,2788,,1483,,0
2012,2021/02/22 15:00:00+00,Somerset                                          ,136,2924,25,1508,,0
2013,2021/02/23 15:00:00+00,Somerset                                          ,5,2929,18,1526,,0
2014,2021/02/24 15:00:00+00,Somerset                                          ,11,2940,179,1705,,0
2015,2021/02/25 15:00:00+00,Somerset                                          ,209,3149,24,1729,,0
2016,2021/02/26 15:00:00+00,Somerset                                          ,28,3177,220,1949,,0
2017,2021/02/27 15:00:00+00,Somerset                                          ,13,3190,6,1955,,0
2018,2021/02/28 15:00:00+00,Somerset                                          ,5,3195,1,1956,,0
2019,2021/03/01 15:00:00+00,Somerset                                          ,16,3211,19,1975,,0
2020,2021/03/02 15:00:00+00,Somerset                                          ,27,3238,15,1990,,0
2021,2021/03/03 15:00:00+00,Somerset                                          ,99,3337,124,2114,,0
2022,2021/03/04 15:00:00+00,Somerset                                          ,121,3458,44,2158,,0
2023,2021/03/05 15:00:00+00,Somerset                                          ,124,3582,103,2261,15,15
2024,2021/03/06 15:00:00+00,Somerset                                          ,,3582,6,2267,,15
2025,2021/03/07 15:00:00+00,Somerset                                          ,1,3583,,2267,1,16
2026,2021/03/08 15:00:00+00,Somerset                                          ,110,3693,36,2303,1,17
2027,2021/03/09 15:00:00+00,Somerset                                          ,27,3720,40,2343,2,19
2028,2021/03/10 15:00:00+00,Somerset                                          ,61,3781,129,2472,,19
2029,2021/03/11 15:00:00+00,Somerset                                          ,103,3884,21,2493,,19
2030,2021/03/12 15:00:00+00,Somerset                                          ,135,4019,28,2521,,19
2031,2021/03/13 15:00:00+00,Somerset                                          ,,4019,23,2544,3,22
2032,2021/03/14 15:00:00+00,Somerset                                          ,2,4021,,2544,47,69
2033,2021/03/15 15:00:00+00,Somerset                                          ,20,4041,2,2546,,69
2034,2021/03/16 15:00:00+00,Somerset                                          ,39,4080,7,2553,,69
2035,2021/03/17 15:00:00+00,Somerset                                          ,98,4178,19,2572,1,70
2036,2021/03/18 15:00:00+00,Somerset                                          ,108,4286,6,2578,,70
2037,2021/03/19 15:00:00+00,Somerset                                          ,103,4389,94,2672,4,74
2038,2021/03/20 15:00:00+00,Somerset                                          ,18,4407,,2672,1,75
2039,2021/03/21 15:00:00+00,Somerset                                          ,15,4422,,2672,,75
2040,2021/03/22 15:00:00+00,Somerset                                          ,37,4459,2,2674,22,97
2041,2021/03/23 15:00:00+00,Somerset                                          ,82,4541,11,2685,22,119
2042,2021/03/24 15:00:00+00,Somerset                                          ,127,4668,142,2827,2,121
2043,2021/03/25 15:00:00+00,Somerset                                          ,105,4773,12,2839,2,123
2044,2021/03/26 15:00:00+00,Somerset                                          ,83,4856,137,2976,25,148
2045,2021/03/27 15:00:00+00,Somerset                                          ,15,4871,8,2984,,148
2046,2021/03/28 15:00:00+00,Somerset                                          ,5,4876,1,2985,,148
2047,2021/03/29 15:00:00+00,Somerset                                          ,186,5062,15,3000,5,153
2048,2021/03/30 15:00:00+00,Somerset                                          ,63,5125,43,3043,78,231
2049,2021/03/31 15:00:00+00,Somerset                                          ,107,5232,114,3157,7,238
2050,2021/04/01 15:00:00+00,Somerset                                          ,81,5313,121,3278,6,244
2051,2021/04/02 15:00:00+00,Somerset                                          ,38,5351,42,3320,39,283
2052,2020/12/16 15:00:00+00,St. Mary's                                        ,2,2,,0,,0
2053,2020/12/17 15:00:00+00,St. Mary's                                        ,1,3,,0,,0
2054,2020/12/18 15:00:00+00,St. Mary's                                        ,25,28,,0,,0
2055,2020/12/20 15:00:00+00,St. Mary's                                        ,1,29,,0,,0
2056,2020/12/21 15:00:00+00,St. Mary's                                        ,48,77,,0,,0
2057,2020/12/22 15:00:00+00,St. Mary's                                        ,56,133,1,1,,0
2058,2020/12/23 15:00:00+00,St. Mary's                                        ,74,207,,1,,0
2059,2020/12/24 15:00:00+00,St. Mary's                                        ,9,216,,1,,0
2060,2020/12/25 15:00:00+00,St. Mary's                                        ,23,239,,1,,0
2061,2020/12/26 15:00:00+00,St. Mary's                                        ,2,241,,1,,0
2062,2020/12/27 15:00:00+00,St. Mary's                                        ,9,250,,1,,0
2063,2020/12/28 15:00:00+00,St. Mary's                                        ,93,343,,1,,0
2064,2020/12/29 15:00:00+00,St. Mary's                                        ,364,707,1,2,,0
2065,2020/12/30 15:00:00+00,St. Mary's                                        ,373,1080,,2,,0
2066,2020/12/31 15:00:00+00,St. Mary's                                        ,328,1408,,2,,0
2067,2021/01/02 15:00:00+00,St. Mary's                                        ,1,1409,,2,,0
2068,2021/01/03 15:00:00+00,St. Mary's                                        ,8,1417,,2,,0
2069,2021/01/04 15:00:00+00,St. Mary's                                        ,112,1529,,2,,0
2070,2021/01/05 15:00:00+00,St. Mary's                                        ,168,1697,,2,,0
2071,2021/01/06 15:00:00+00,St. Mary's                                        ,266,1963,6,8,,0
2072,2021/01/07 15:00:00+00,St. Mary's                                        ,176,2139,8,16,,0
2073,2021/01/08 15:00:00+00,St. Mary's                                        ,361,2500,26,42,,0
2074,2021/01/09 15:00:00+00,St. Mary's                                        ,295,2795,1,43,,0
2075,2021/01/10 15:00:00+00,St. Mary's                                        ,6,2801,,43,,0
2076,2021/01/11 15:00:00+00,St. Mary's                                        ,171,2972,43,86,,0
2077,2021/01/12 15:00:00+00,St. Mary's                                        ,363,3335,45,131,,0
2078,2021/01/13 15:00:00+00,St. Mary's                                        ,705,4040,34,165,,0
2079,2021/01/14 15:00:00+00,St. Mary's                                        ,734,4774,13,178,,0
2080,2021/01/15 15:00:00+00,St. Mary's                                        ,789,5563,29,207,,0
2081,2021/01/16 15:00:00+00,St. Mary's                                        ,602,6165,11,218,,0
2082,2021/01/17 15:00:00+00,St. Mary's                                        ,4,6169,6,224,,0
2083,2021/01/18 15:00:00+00,St. Mary's                                        ,383,6552,29,253,,0
2084,2021/01/19 15:00:00+00,St. Mary's                                        ,37,6589,31,284,,0
2085,2021/01/20 15:00:00+00,St. Mary's                                        ,199,6788,36,320,,0
2086,2021/01/21 15:00:00+00,St. Mary's                                        ,342,7130,10,330,,0
2087,2021/01/22 15:00:00+00,St. Mary's                                        ,482,7612,120,450,,0
2088,2021/01/23 15:00:00+00,St. Mary's                                        ,507,8119,4,454,,0
2089,2021/01/24 15:00:00+00,St. Mary's                                        ,,8119,1,455,,0
2090,2021/01/25 15:00:00+00,St. Mary's                                        ,40,8159,57,512,,0
2091,2021/01/26 15:00:00+00,St. Mary's                                        ,504,8663,402,914,,0
2092,2021/01/27 15:00:00+00,St. Mary's                                        ,513,9176,383,1297,,0
2093,2021/01/28 15:00:00+00,St. Mary's                                        ,1089,10265,277,1574,,0
2094,2021/01/29 15:00:00+00,St. Mary's                                        ,460,10725,377,1951,,0
2095,2021/01/30 15:00:00+00,St. Mary's                                        ,729,11454,183,2134,,0
2096,2021/01/31 15:00:00+00,St. Mary's                                        ,3,11457,,2134,,0
2097,2021/02/01 15:00:00+00,St. Mary's                                        ,17,11474,116,2250,,0
2098,2021/02/02 15:00:00+00,St. Mary's                                        ,56,11530,265,2515,,0
2099,2021/02/03 15:00:00+00,St. Mary's                                        ,517,12047,622,3137,,0
2100,2021/02/04 15:00:00+00,St. Mary's                                        ,568,12615,536,3673,,0
2101,2021/02/05 15:00:00+00,St. Mary's                                        ,491,13106,568,4241,,0
2102,2021/02/06 15:00:00+00,St. Mary's                                        ,37,13143,983,5224,,0
2103,2021/02/07 15:00:00+00,St. Mary's                                        ,35,13178,145,5369,,0
2104,2021/02/08 15:00:00+00,St. Mary's                                        ,22,13200,32,5401,,0
2105,2021/02/09 15:00:00+00,St. Mary's                                        ,408,13608,806,6207,,0
2106,2021/02/10 15:00:00+00,St. Mary's                                        ,418,14026,993,7200,,0
2107,2021/02/11 15:00:00+00,St. Mary's                                        ,98,14124,33,7233,,0
2108,2021/02/12 15:00:00+00,St. Mary's                                        ,51,14175,99,7332,,0
2109,2021/02/13 15:00:00+00,St. Mary's                                        ,14,14189,2,7334,,0
2110,2021/02/14 15:00:00+00,St. Mary's                                        ,26,14215,3,7337,,0
2111,2021/02/15 15:00:00+00,St. Mary's                                        ,220,14435,9,7346,,0
2112,2021/02/16 15:00:00+00,St. Mary's                                        ,35,14470,589,7935,,0
2113,2021/02/17 15:00:00+00,St. Mary's                                        ,60,14530,652,8587,,0
2114,2021/02/18 15:00:00+00,St. Mary's                                        ,11,14541,31,8618,,0
2115,2021/02/19 15:00:00+00,St. Mary's                                        ,6,14547,32,8650,,0
2116,2021/02/20 15:00:00+00,St. Mary's                                        ,27,14574,1163,9813,,0
2117,2021/02/21 15:00:00+00,St. Mary's                                        ,9,14583,2,9815,,0
2118,2021/02/22 15:00:00+00,St. Mary's                                        ,664,15247,68,9883,,0
2119,2021/02/23 15:00:00+00,St. Mary's                                        ,40,15287,1078,10961,,0
2120,2021/02/24 15:00:00+00,St. Mary's                                        ,413,15700,495,11456,,0
2121,2021/02/25 15:00:00+00,St. Mary's                                        ,375,16075,510,11966,,0
2122,2021/02/26 15:00:00+00,St. Mary's                                        ,711,16786,126,12092,,0
2123,2021/02/27 15:00:00+00,St. Mary's                                        ,38,16824,20,12112,,0
2124,2021/02/28 15:00:00+00,St. Mary's                                        ,41,16865,1,12113,,0
2125,2021/03/01 15:00:00+00,St. Mary's                                        ,50,16915,26,12139,,0
2126,2021/03/02 15:00:00+00,St. Mary's                                        ,39,16954,24,12163,,0
2127,2021/03/03 15:00:00+00,St. Mary's                                        ,633,17587,115,12278,,0
2128,2021/03/04 15:00:00+00,St. Mary's                                        ,739,18326,81,12359,,0
2129,2021/03/05 15:00:00+00,St. Mary's                                        ,491,18817,478,12837,1,1
2130,2021/03/06 15:00:00+00,St. Mary's                                        ,81,18898,5,12842,7,8
2131,2021/03/07 15:00:00+00,St. Mary's                                        ,29,18927,2,12844,14,22
2132,2021/03/08 15:00:00+00,St. Mary's                                        ,269,19196,24,12868,249,271
2133,2021/03/09 15:00:00+00,St. Mary's                                        ,79,19275,876,13744,21,292
2134,2021/03/10 15:00:00+00,St. Mary's                                        ,564,19839,55,13799,30,322
2135,2021/03/11 15:00:00+00,St. Mary's                                        ,892,20731,68,13867,14,336
2136,2021/03/12 15:00:00+00,St. Mary's                                        ,895,21626,35,13902,27,363
2137,2021/03/13 15:00:00+00,St. Mary's                                        ,843,22469,10,13912,9,372
2138,2021/03/14 15:00:00+00,St. Mary's                                        ,25,22494,16,13928,2,374
2139,2021/03/15 15:00:00+00,St. Mary's                                        ,374,22868,33,13961,4,378
2140,2021/03/16 15:00:00+00,St. Mary's                                        ,601,23469,38,13999,6,384
2141,2021/03/17 15:00:00+00,St. Mary's                                        ,819,24288,21,14020,2,386
2142,2021/03/18 15:00:00+00,St. Mary's                                        ,119,24407,1403,15423,2,388
2143,2021/03/19 15:00:00+00,St. Mary's                                        ,784,25191,21,15444,56,444
2144,2021/03/20 15:00:00+00,St. Mary's                                        ,37,25228,40,15484,1,445
2145,2021/03/21 15:00:00+00,St. Mary's                                        ,54,25282,18,15502,,445
2146,2021/03/22 15:00:00+00,St. Mary's                                        ,168,25450,16,15518,1,446
2147,2021/03/23 15:00:00+00,St. Mary's                                        ,357,25807,14,15532,5,451
2148,2021/03/24 15:00:00+00,St. Mary's                                        ,891,26698,38,15570,4,455
2149,2021/03/25 15:00:00+00,St. Mary's                                        ,113,26811,548,16118,4,459
2150,2021/03/26 15:00:00+00,St. Mary's                                        ,826,27637,110,16228,3,462
2151,2021/03/27 15:00:00+00,St. Mary's                                        ,93,27730,26,16254,1,463
2152,2021/03/28 15:00:00+00,St. Mary's                                        ,189,27919,24,16278,1,464
2153,2021/03/29 15:00:00+00,St. Mary's                                        ,1094,29013,47,16325,1,465
2154,2021/03/30 15:00:00+00,St. Mary's                                        ,1041,30054,31,16356,6,471
2155,2021/03/31 15:00:00+00,St. Mary's                                        ,322,30376,1214,17570,184,655
2156,2021/04/01 15:00:00+00,St. Mary's                                        ,184,30560,60,17630,32,687
2157,2021/04/02 15:00:00+00,St. Mary's                                        ,117,30677,30,17660,25,712
2158,2020/12/16 15:00:00+00,Talbot                                            ,6,6,,0,,0
2159,2020/12/17 15:00:00+00,Talbot                                            ,12,18,,0,,0
2160,2020/12/18 15:00:00+00,Talbot                                            ,14,32,,0,,0
2161,2020/12/19 15:00:00+00,Talbot                                            ,2,34,,0,,0
2162,2020/12/21 15:00:00+00,Talbot                                            ,17,51,,0,,0
2163,2020/12/22 15:00:00+00,Talbot                                            ,30,81,,0,,0
2164,2020/12/23 15:00:00+00,Talbot                                            ,44,125,,0,,0
2165,2020/12/24 15:00:00+00,Talbot                                            ,9,134,,0,,0
2166,2020/12/25 15:00:00+00,Talbot                                            ,5,139,,0,,0
2167,2020/12/26 15:00:00+00,Talbot                                            ,9,148,,0,,0
2168,2020/12/27 15:00:00+00,Talbot                                            ,20,168,,0,,0
2169,2020/12/28 15:00:00+00,Talbot                                            ,107,275,,0,,0
2170,2020/12/29 15:00:00+00,Talbot                                            ,60,335,,0,,0
2171,2020/12/30 15:00:00+00,Talbot                                            ,150,485,,0,,0
2172,2020/12/31 15:00:00+00,Talbot                                            ,71,556,,0,,0
2173,2021/01/01 15:00:00+00,Talbot                                            ,1,557,,0,,0
2174,2021/01/02 15:00:00+00,Talbot                                            ,45,602,,0,,0
2175,2021/01/03 15:00:00+00,Talbot                                            ,12,614,1,1,,0
2176,2021/01/04 15:00:00+00,Talbot                                            ,116,730,,1,,0
2177,2021/01/05 15:00:00+00,Talbot                                            ,129,859,,1,,0
2178,2021/01/06 15:00:00+00,Talbot                                            ,172,1031,4,5,,0
2179,2021/01/07 15:00:00+00,Talbot                                            ,98,1129,7,12,,0
2180,2021/01/08 15:00:00+00,Talbot                                            ,318,1447,18,30,,0
2181,2021/01/09 15:00:00+00,Talbot                                            ,6,1453,1,31,,0
2182,2021/01/11 15:00:00+00,Talbot                                            ,156,1609,14,45,,0
2183,2021/01/12 15:00:00+00,Talbot                                            ,114,1723,27,72,,0
2184,2021/01/13 15:00:00+00,Talbot                                            ,106,1829,20,92,,0
2185,2021/01/14 15:00:00+00,Talbot                                            ,189,2018,10,102,,0
2186,2021/01/15 15:00:00+00,Talbot                                            ,413,2431,3,105,,0
2187,2021/01/16 15:00:00+00,Talbot                                            ,11,2442,3,108,,0
2188,2021/01/17 15:00:00+00,Talbot                                            ,1,2443,8,116,,0
2189,2021/01/18 15:00:00+00,Talbot                                            ,52,2495,59,175,,0
2190,2021/01/19 15:00:00+00,Talbot                                            ,128,2623,7,182,,0
2191,2021/01/20 15:00:00+00,Talbot                                            ,270,2893,27,209,,0
2192,2021/01/21 15:00:00+00,Talbot                                            ,191,3084,11,220,,0
2193,2021/01/22 15:00:00+00,Talbot                                            ,797,3881,23,243,,0
2194,2021/01/23 15:00:00+00,Talbot                                            ,29,3910,46,289,,0
2195,2021/01/24 15:00:00+00,Talbot                                            ,1,3911,3,292,,0
2196,2021/01/25 15:00:00+00,Talbot                                            ,134,4045,51,343,,0
2197,2021/01/26 15:00:00+00,Talbot                                            ,147,4192,59,402,,0
2198,2021/01/27 15:00:00+00,Talbot                                            ,105,4297,84,486,,0
2199,2021/01/28 15:00:00+00,Talbot                                            ,88,4385,64,550,,0
2200,2021/01/29 15:00:00+00,Talbot                                            ,363,4748,50,600,,0
2201,2021/01/30 15:00:00+00,Talbot                                            ,9,4757,5,605,,0
2202,2021/01/31 15:00:00+00,Talbot                                            ,40,4797,,605,,0
2203,2021/02/01 15:00:00+00,Talbot                                            ,35,4832,33,638,,0
2204,2021/02/02 15:00:00+00,Talbot                                            ,111,4943,74,712,,0
2205,2021/02/03 15:00:00+00,Talbot                                            ,98,5041,208,920,,0
2206,2021/02/04 15:00:00+00,Talbot                                            ,142,5183,107,1027,,0
2207,2021/02/05 15:00:00+00,Talbot                                            ,364,5547,330,1357,,0
2208,2021/02/06 15:00:00+00,Talbot                                            ,24,5571,11,1368,,0
2209,2021/02/07 15:00:00+00,Talbot                                            ,12,5583,3,1371,,0
2210,2021/02/08 15:00:00+00,Talbot                                            ,65,5648,168,1539,,0
2211,2021/02/09 15:00:00+00,Talbot                                            ,146,5794,136,1675,,0
2212,2021/02/10 15:00:00+00,Talbot                                            ,178,5972,241,1916,,0
2213,2021/02/11 15:00:00+00,Talbot                                            ,213,6185,72,1988,,0
2214,2021/02/12 15:00:00+00,Talbot                                            ,122,6307,149,2137,,0
2215,2021/02/13 15:00:00+00,Talbot                                            ,18,6325,7,2144,,0
2216,2021/02/14 15:00:00+00,Talbot                                            ,13,6338,24,2168,,0
2217,2021/02/15 15:00:00+00,Talbot                                            ,33,6371,80,2248,,0
2218,2021/02/16 15:00:00+00,Talbot                                            ,83,6454,138,2386,,0
2219,2021/02/17 15:00:00+00,Talbot                                            ,322,6776,197,2583,,0
2220,2021/02/18 15:00:00+00,Talbot                                            ,53,6829,104,2687,,0
2221,2021/02/19 15:00:00+00,Talbot                                            ,89,6918,643,3330,,0
2222,2021/02/20 15:00:00+00,Talbot                                            ,21,6939,20,3350,,0
2223,2021/02/21 15:00:00+00,Talbot                                            ,17,6956,7,3357,,0
2224,2021/02/22 15:00:00+00,Talbot                                            ,33,6989,160,3517,,0
2225,2021/02/23 15:00:00+00,Talbot                                            ,36,7025,86,3603,,0
2226,2021/02/24 15:00:00+00,Talbot                                            ,118,7143,417,4020,,0
2227,2021/02/25 15:00:00+00,Talbot                                            ,103,7246,201,4221,,0
2228,2021/02/26 15:00:00+00,Talbot                                            ,366,7612,384,4605,,0
2229,2021/02/27 15:00:00+00,Talbot                                            ,64,7676,6,4611,,0
2230,2021/02/28 15:00:00+00,Talbot                                            ,95,7771,5,4616,,0
2231,2021/03/01 15:00:00+00,Talbot                                            ,158,7929,49,4665,,0
2232,2021/03/02 15:00:00+00,Talbot                                            ,155,8084,106,4771,,0
2233,2021/03/03 15:00:00+00,Talbot                                            ,337,8421,34,4805,,0
2234,2021/03/04 15:00:00+00,Talbot                                            ,281,8702,174,4979,9,9
2235,2021/03/05 15:00:00+00,Talbot                                            ,303,9005,335,5314,5,14
2236,2021/03/06 15:00:00+00,Talbot                                            ,96,9101,23,5337,184,198
2237,2021/03/07 15:00:00+00,Talbot                                            ,106,9207,16,5353,56,254
2238,2021/03/08 15:00:00+00,Talbot                                            ,170,9377,115,5468,28,282
2239,2021/03/09 15:00:00+00,Talbot                                            ,166,9543,108,5576,26,308
2240,2021/03/10 15:00:00+00,Talbot                                            ,433,9976,55,5631,14,322
2241,2021/03/11 15:00:00+00,Talbot                                            ,243,10219,188,5819,17,339
2242,2021/03/12 15:00:00+00,Talbot                                            ,212,10431,126,5945,129,468
2243,2021/03/13 15:00:00+00,Talbot                                            ,65,10496,107,6052,111,579
2244,2021/03/14 15:00:00+00,Talbot                                            ,62,10558,8,6060,61,640
2245,2021/03/15 15:00:00+00,Talbot                                            ,97,10655,63,6123,4,644
2246,2021/03/16 15:00:00+00,Talbot                                            ,202,10857,105,6228,2,646
2247,2021/03/17 15:00:00+00,Talbot                                            ,126,10983,292,6520,3,649
2248,2021/03/18 15:00:00+00,Talbot                                            ,157,11140,123,6643,31,680
2249,2021/03/19 15:00:00+00,Talbot                                            ,504,11644,105,6748,29,709
2250,2021/03/20 15:00:00+00,Talbot                                            ,156,11800,29,6777,5,714
2251,2021/03/21 15:00:00+00,Talbot                                            ,134,11934,29,6806,18,732
2252,2021/03/22 15:00:00+00,Talbot                                            ,184,12118,58,6864,23,755
2253,2021/03/23 15:00:00+00,Talbot                                            ,260,12378,61,6925,30,785
2254,2021/03/24 15:00:00+00,Talbot                                            ,326,12704,106,7031,14,799
2255,2021/03/25 15:00:00+00,Talbot                                            ,257,12961,103,7134,7,806
2256,2021/03/26 15:00:00+00,Talbot                                            ,480,13441,407,7541,29,835
2257,2021/03/27 15:00:00+00,Talbot                                            ,66,13507,81,7622,19,854
2258,2021/03/28 15:00:00+00,Talbot                                            ,73,13580,75,7697,2,856
2259,2021/03/29 15:00:00+00,Talbot                                            ,163,13743,133,7830,36,892
2260,2021/03/30 15:00:00+00,Talbot                                            ,168,13911,176,8006,30,922
2261,2021/03/31 15:00:00+00,Talbot                                            ,199,14110,360,8366,133,1055
2262,2021/04/01 15:00:00+00,Talbot                                            ,108,14218,269,8635,79,1134
2263,2021/04/02 15:00:00+00,Talbot                                            ,106,14324,239,8874,3,1137
2264,2020/12/16 15:00:00+00,Unknown                                           ,20,20,1,1,,0
2265,2020/12/17 15:00:00+00,Unknown                                           ,60,80,,1,,0
2266,2020/12/18 15:00:00+00,Unknown                                           ,257,337,,1,,0
2267,2020/12/19 15:00:00+00,Unknown                                           ,83,420,,1,,0
2268,2020/12/20 15:00:00+00,Unknown                                           ,21,441,,1,,0
2269,2020/12/21 15:00:00+00,Unknown                                           ,299,740,,1,,0
2270,2020/12/22 15:00:00+00,Unknown                                           ,455,1195,,1,,0
2271,2020/12/23 15:00:00+00,Unknown                                           ,429,1624,,1,,0
2272,2020/12/24 15:00:00+00,Unknown                                           ,163,1787,,1,,0
2273,2020/12/25 15:00:00+00,Unknown                                           ,29,1816,,1,,0
2274,2020/12/26 15:00:00+00,Unknown                                           ,59,1875,,1,,0
2275,2020/12/27 15:00:00+00,Unknown                                           ,88,1963,,1,,0
2276,2020/12/28 15:00:00+00,Unknown                                           ,604,2567,,1,,0
2277,2020/12/29 15:00:00+00,Unknown                                           ,681,3248,,1,,0
2278,2020/12/30 15:00:00+00,Unknown                                           ,844,4092,,1,,0
2279,2020/12/31 15:00:00+00,Unknown                                           ,454,4546,1,2,,0
2280,2021/01/01 15:00:00+00,Unknown                                           ,71,4617,,2,,0
2281,2021/01/02 15:00:00+00,Unknown                                           ,116,4733,3,5,,0
2282,2021/01/03 15:00:00+00,Unknown                                           ,151,4884,2,7,,0
2283,2021/01/04 15:00:00+00,Unknown                                           ,743,5627,4,11,,0
2284,2021/01/05 15:00:00+00,Unknown                                           ,678,6305,36,47,,0
2285,2021/01/06 15:00:00+00,Unknown                                           ,902,7207,38,85,,0
2286,2021/01/07 15:00:00+00,Unknown                                           ,906,8113,101,186,,0
2287,2021/01/08 15:00:00+00,Unknown                                           ,8619,16732,228,414,,0
2288,2021/01/09 15:00:00+00,Unknown                                           ,246,16978,60,474,,0
2289,2021/01/10 15:00:00+00,Unknown                                           ,113,17091,17,491,,0
2290,2021/01/11 15:00:00+00,Unknown                                           ,534,17625,216,707,,0
2291,2021/01/12 15:00:00+00,Unknown                                           ,759,18384,334,1041,,0
2292,2021/01/13 15:00:00+00,Unknown                                           ,935,19319,287,1328,,0
2293,2021/01/14 15:00:00+00,Unknown                                           ,816,20135,118,1446,,0
2294,2021/01/15 15:00:00+00,Unknown                                           ,857,20992,90,1536,,0
2295,2021/01/16 15:00:00+00,Unknown                                           ,219,21211,42,1578,,0
2296,2021/01/17 15:00:00+00,Unknown                                           ,121,21332,65,1643,,0
2297,2021/01/18 15:00:00+00,Unknown                                           ,174,21506,230,1873,,0
2298,2021/01/19 15:00:00+00,Unknown                                           ,454,21960,293,2166,,0
2299,2021/01/20 15:00:00+00,Unknown                                           ,468,22428,367,2533,,0
2300,2021/01/21 15:00:00+00,Unknown                                           ,675,23103,197,2730,,0
2301,2021/01/22 15:00:00+00,Unknown                                           ,822,23925,136,2866,,0
2302,2021/01/23 15:00:00+00,Unknown                                           ,377,24302,80,2946,,0
2303,2021/01/24 15:00:00+00,Unknown                                           ,185,24487,72,3018,,0
2304,2021/01/25 15:00:00+00,Unknown                                           ,645,25132,609,3627,,0
2305,2021/01/26 15:00:00+00,Unknown                                           ,600,25732,481,4108,,0
2306,2021/01/27 15:00:00+00,Unknown                                           ,518,26250,840,4948,,0
2307,2021/01/28 15:00:00+00,Unknown                                           ,599,26849,548,5496,,0
2308,2021/01/29 15:00:00+00,Unknown                                           ,651,27500,364,5860,,0
2309,2021/01/30 15:00:00+00,Unknown                                           ,371,27871,107,5967,,0
2310,2021/01/31 15:00:00+00,Unknown                                           ,146,28017,35,6002,,0
2311,2021/02/01 15:00:00+00,Unknown                                           ,265,28282,193,6195,,0
2312,2021/02/02 15:00:00+00,Unknown                                           ,321,28603,706,6901,,0
2313,2021/02/03 15:00:00+00,Unknown                                           ,580,29183,835,7736,,0
2314,2021/02/04 15:00:00+00,Unknown                                           ,643,29826,735,8471,,0
2315,2021/02/05 15:00:00+00,Unknown                                           ,557,30383,667,9138,,0
2316,2021/02/06 15:00:00+00,Unknown                                           ,351,30734,198,9336,,0
2317,2021/02/07 15:00:00+00,Unknown                                           ,178,30912,70,9406,,0
2318,2021/02/08 15:00:00+00,Unknown                                           ,397,31309,505,9911,,0
