OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
1119,2021/01/01 15:00:00+00,Frederick                                         ,49,2670,3,4,,0
1120,2021/01/02 15:00:00+00,Frederick                                         ,33,2703,,4,,0
1121,2021/01/03 15:00:00+00,Frederick                                         ,86,2789,2,6,,0
1122,2021/01/04 15:00:00+00,Frederick                                         ,618,3407,7,13,,0
1123,2021/01/05 15:00:00+00,Frederick                                         ,773,4180,9,22,,0
1124,2021/01/06 15:00:00+00,Frederick                                         ,728,4908,7,29,,0
1125,2021/01/07 15:00:00+00,Frederick                                         ,521,5429,49,78,,0
1126,2021/01/08 15:00:00+00,Frederick                                         ,422,5851,117,195,,0
1127,2021/01/09 15:00:00+00,Frederick                                         ,335,6186,16,211,,0
1128,2021/01/10 15:00:00+00,Frederick                                         ,109,6295,18,229,,0
1129,2021/01/11 15:00:00+00,Frederick                                         ,596,6891,208,437,,0
1130,2021/01/12 15:00:00+00,Frederick                                         ,1066,7957,270,707,,0
1131,2021/01/13 15:00:00+00,Frederick                                         ,795,8752,203,910,,0
1132,2021/01/14 15:00:00+00,Frederick                                         ,1128,9880,18,928,,0
1133,2021/01/15 15:00:00+00,Frederick                                         ,1099,10979,19,947,,0
1134,2021/01/16 15:00:00+00,Frederick                                         ,461,11440,5,952,,0
1135,2021/01/17 15:00:00+00,Frederick                                         ,64,11504,105,1057,,0
1136,2021/01/18 15:00:00+00,Frederick                                         ,199,11703,212,1269,,0
1137,2021/01/19 15:00:00+00,Frederick                                         ,639,12342,167,1436,,0
1138,2021/01/20 15:00:00+00,Frederick                                         ,1140,13482,269,1705,,0
1139,2021/01/21 15:00:00+00,Frederick                                         ,1216,14698,74,1779,,0
1140,2021/01/22 15:00:00+00,Frederick                                         ,1646,16344,43,1822,,0
1141,2021/01/23 15:00:00+00,Frederick                                         ,457,16801,11,1833,,0
1142,2021/01/24 15:00:00+00,Frederick                                         ,79,16880,112,1945,,0
1143,2021/01/25 15:00:00+00,Frederick                                         ,575,17455,325,2270,,0
1144,2021/01/26 15:00:00+00,Frederick                                         ,589,18044,345,2615,,0
1145,2021/01/27 15:00:00+00,Frederick                                         ,1507,19551,535,3150,,0
1146,2021/01/28 15:00:00+00,Frederick                                         ,863,20414,419,3569,,0
1147,2021/01/29 15:00:00+00,Frederick                                         ,1380,21794,95,3664,,0
1148,2021/01/30 15:00:00+00,Frederick                                         ,1082,22876,191,3855,,0
1149,2021/01/31 15:00:00+00,Frederick                                         ,27,22903,3,3858,,0
1150,2021/02/01 15:00:00+00,Frederick                                         ,92,22995,71,3929,,0
1151,2021/02/02 15:00:00+00,Frederick                                         ,656,23651,662,4591,,0
1152,2021/02/03 15:00:00+00,Frederick                                         ,1821,25472,469,5060,,0
1153,2021/02/04 15:00:00+00,Frederick                                         ,1074,26546,591,5651,,0
1154,2021/02/05 15:00:00+00,Frederick                                         ,612,27158,445,6096,,0
1155,2021/02/06 15:00:00+00,Frederick                                         ,169,27327,164,6260,,0
1156,2021/02/07 15:00:00+00,Frederick                                         ,86,27413,61,6321,,0
1157,2021/02/08 15:00:00+00,Frederick                                         ,190,27603,512,6833,,0
1158,2021/02/09 15:00:00+00,Frederick                                         ,642,28245,617,7450,,0
1159,2021/02/10 15:00:00+00,Frederick                                         ,569,28814,1057,8507,,0
1160,2021/02/11 15:00:00+00,Frederick                                         ,578,29392,1220,9727,,0
1161,2021/02/12 15:00:00+00,Frederick                                         ,827,30219,1568,11295,,0
1162,2021/02/13 15:00:00+00,Frederick                                         ,656,30875,704,11999,,0
1163,2021/02/14 15:00:00+00,Frederick                                         ,251,31126,22,12021,,0
1164,2021/02/15 15:00:00+00,Frederick                                         ,398,31524,796,12817,,0
1165,2021/02/16 15:00:00+00,Frederick                                         ,654,32178,909,13726,,0
1166,2021/02/17 15:00:00+00,Frederick                                         ,714,32892,1789,15515,,0
1167,2021/02/18 15:00:00+00,Frederick                                         ,175,33067,124,15639,,0
1168,2021/02/19 15:00:00+00,Frederick                                         ,217,33284,616,16255,,0
1169,2021/02/20 15:00:00+00,Frederick                                         ,204,33488,1087,17342,,0
1170,2021/02/21 15:00:00+00,Frederick                                         ,163,33651,1372,18714,,0
1171,2021/02/22 15:00:00+00,Frederick                                         ,342,33993,331,19045,,0
1172,2021/02/23 15:00:00+00,Frederick                                         ,499,34492,686,19731,,0
1173,2021/02/24 15:00:00+00,Frederick                                         ,632,35124,2066,21797,,0
1174,2021/02/25 15:00:00+00,Frederick                                         ,637,35761,986,22783,,0
1175,2021/02/26 15:00:00+00,Frederick                                         ,1505,37266,561,23344,,0
1176,2021/02/27 15:00:00+00,Frederick                                         ,1543,38809,226,23570,,0
1177,2021/02/28 15:00:00+00,Frederick                                         ,450,39259,94,23664,,0
1178,2021/03/01 15:00:00+00,Frederick                                         ,724,39983,157,23821,,0
1179,2021/03/02 15:00:00+00,Frederick                                         ,1241,41224,244,24065,5,5
1180,2021/03/03 15:00:00+00,Frederick                                         ,1453,42677,1218,25283,58,63
